timestamps,TP9,AF7,AF8,TP10,Right AUX
1587019739.030,64.941,36.621,32.715,56.641,-4.395
1587019739.033,8.301,38.086,36.621,5.859,10.742
1587019739.037,8.789,33.691,36.621,6.348,17.578
1587019739.041,68.359,33.691,38.086,63.965,20.508
1587019739.045,73.242,32.227,37.109,78.613,8.789
1587019739.049,12.695,32.715,39.551,33.691,13.672
1587019739.053,-1.465,36.621,38.574,10.254,35.645
1587019739.057,62.500,35.645,32.715,48.340,46.387
1587019739.061,91.309,35.156,33.203,79.590,54.199
1587019739.065,41.992,38.574,37.109,41.504,44.922
1587019739.069,-0.488,40.039,38.574,6.348,-4.395
1587019739.072,34.180,39.551,39.062,36.621,5.859
1587019739.076,86.426,38.574,38.574,83.008,27.832
1587019739.080,49.805,35.645,38.086,60.547,35.645
1587019739.084,-11.230,36.133,38.574,0.488,24.414
1587019739.088,6.348,34.668,34.180,13.672,5.859
1587019739.092,60.547,31.738,32.227,72.266,95.703
1587019739.096,55.176,35.156,35.645,65.918,48.828
1587019739.100,-0.977,38.086,38.574,8.301,31.250
1587019739.104,0.977,37.109,38.086,1.953,43.457
1587019739.108,68.359,38.086,32.715,54.199,16.113
1587019739.112,70.801,36.621,30.273,62.012,21.484
1587019739.115,14.160,36.133,32.715,13.184,-3.906
1587019739.119,-4.395,36.621,30.762,-11.719,-20.020
1587019739.123,39.551,30.273,26.367,22.461,-24.414
1587019739.127,75.195,27.344,30.273,63.477,28.320
1587019739.131,33.691,34.180,37.598,40.039,70.801
1587019739.135,-17.090,36.621,36.133,-15.625,-16.113
1587019739.139,17.090,30.273,30.273,-2.930,1.953
1587019739.143,73.242,27.344,29.785,49.805,95.703
1587019739.147,47.852,30.762,31.250,38.086,91.797
1587019739.151,-12.695,35.156,34.180,-8.789,34.668
1587019739.155,12.207,35.156,33.203,0.000,17.090
1587019739.158,89.355,32.227,30.762,58.594,40.527
1587019739.162,82.520,36.133,33.203,69.824,70.312
1587019739.166,13.672,40.527,33.203,18.066,40.039
1587019739.170,4.883,40.039,35.645,2.930,-12.207
1587019739.174,66.406,34.668,32.715,51.758,-2.441
1587019739.178,86.426,33.203,29.785,71.777,29.785
1587019739.182,29.297,35.645,34.180,26.367,44.922
1587019739.186,1.953,37.109,37.109,0.977,-7.324
1587019739.190,49.805,36.621,36.133,42.969,5.371
1587019739.194,82.031,34.668,36.133,86.426,87.402
1587019739.197,43.457,36.133,40.039,60.059,77.637
1587019739.201,2.441,40.039,41.504,17.090,30.762
1587019739.205,39.062,37.109,36.133,35.645,36.621
1587019739.209,85.449,30.273,35.156,80.078,54.199
1587019739.213,48.340,30.273,37.598,64.941,77.637
1587019739.217,-7.812,32.227,37.598,9.766,56.641
1587019739.221,10.254,35.645,37.109,9.766,-7.812
1587019739.225,61.035,34.180,33.203,60.059,-2.441
1587019739.229,65.430,29.297,31.738,68.359,25.391
1587019739.233,11.719,33.691,36.133,19.043,49.316
1587019739.237,7.324,36.621,37.598,-3.418,23.926
1587019739.240,69.824,31.738,34.668,41.992,20.020
1587019739.244,77.637,28.809,33.203,71.777,72.266
1587019739.248,20.996,32.227,35.156,31.250,37.598
1587019739.252,-9.766,33.691,34.180,-6.348,5.371
1587019739.256,40.039,32.715,31.250,28.320,60.059
1587019739.260,81.543,32.227,31.738,76.172,81.543
1587019739.264,39.062,34.668,31.738,46.387,44.922
1587019739.268,-9.277,39.062,31.738,-4.883,-18.066
1587019739.272,17.090,37.598,31.738,11.719,-26.855
1587019739.276,63.965,33.691,31.738,66.406,37.598
1587019739.280,56.641,32.715,33.203,61.523,8.301
1587019739.283,9.277,32.715,35.156,9.766,33.691
1587019739.287,14.160,33.203,33.203,9.277,51.758
1587019739.291,62.988,34.180,32.715,65.918,-21.973
1587019739.295,78.613,35.645,35.156,76.660,5.371
1587019739.299,32.227,39.551,35.156,24.414,15.137
1587019739.303,8.789,38.574,30.273,-0.977,29.785
1587019739.307,60.547,37.598,28.809,43.945,55.664
1587019739.311,93.262,40.527,31.738,82.031,58.594
1587019739.315,45.898,38.574,34.668,40.527,5.859
1587019739.319,3.418,36.133,32.715,-2.930,-20.996
1587019739.322,42.480,35.156,29.785,31.250,11.719
1587019739.326,96.191,37.109,28.809,81.055,29.297
1587019739.330,59.570,38.574,29.297,57.129,9.766
1587019739.334,-3.906,39.062,32.715,-3.418,26.367
1587019739.338,22.461,36.621,33.203,5.371,-7.812
1587019739.342,82.520,36.133,32.715,67.383,7.812
1587019739.346,74.707,35.645,32.227,60.059,89.355
1587019739.350,5.371,35.645,35.156,2.441,80.566
1587019739.354,-2.441,35.645,35.156,-8.301,-1.465
1587019739.358,58.594,33.203,28.809,40.527,-7.812
1587019739.362,73.730,35.156,31.250,68.359,74.707
1587019739.365,19.043,39.062,38.086,22.461,29.785
1587019739.369,-10.742,38.574,35.645,-5.371,-8.789
1587019739.373,43.457,32.715,34.180,36.133,-9.766
1587019739.377,84.473,27.832,32.227,75.195,31.738
1587019739.381,36.621,32.227,33.203,40.039,31.250
1587019739.385,-8.301,34.668,35.645,-8.301,11.230
1587019739.389,15.137,32.715,35.156,19.043,90.820
1587019739.393,60.059,34.180,34.180,67.383,122.070
1587019739.397,37.598,36.621,34.668,43.457,41.504
1587019739.401,-8.789,38.086,40.527,-5.859,-3.906
1587019739.405,1.465,34.180,40.039,3.418,-1.953
1587019739.408,62.500,30.762,39.062,55.176,27.832
1587019739.412,66.406,35.645,41.504,59.082,43.945
1587019739.416,-9.277,33.203,35.156,-2.930,35.156
1587019739.420,-16.602,29.785,33.691,-19.043,14.160
1587019739.424,50.293,31.250,35.156,33.691,27.344
1587019739.428,65.918,34.180,33.691,56.641,60.059
1587019739.432,3.418,40.527,40.039,11.719,62.988
1587019739.436,-35.156,38.086,40.039,-30.762,68.359
1587019739.440,22.949,33.691,35.645,2.441,10.742
1587019739.444,59.570,36.621,37.109,41.992,-19.043
1587019739.447,10.742,41.992,37.598,5.859,38.574
1587019739.451,-53.711,48.828,46.387,-35.645,55.664
1587019739.455,-17.578,48.828,53.711,-21.973,29.297
1587019739.459,38.574,40.039,43.457,12.207,38.574
1587019739.463,-7.812,37.598,41.504,-10.254,3.906
1587019739.467,-68.848,44.922,56.152,-66.895,12.695
1587019739.471,-76.660,42.969,49.316,-85.449,55.176
1587019739.475,-36.621,33.203,46.875,-48.340,78.613
1587019739.479,-52.734,40.039,59.570,-57.129,34.668
1587019739.483,-142.090,51.270,66.895,-132.812,20.508
1587019739.487,-159.668,49.316,80.566,-158.203,71.777
1587019739.490,-120.605,37.598,75.195,-129.395,41.992
1587019739.494,-115.723,31.738,81.543,-119.141,14.160
1587019739.498,-180.664,30.273,96.680,-169.922,23.438
1587019739.502,-237.793,33.691,97.656,-226.074,2.930
1587019739.506,-203.125,33.691,96.680,-213.379,-18.555
1587019739.510,-172.852,30.273,99.121,-178.223,21.973
1587019739.514,-220.215,30.273,104.004,-212.402,52.246
1587019739.518,-254.883,30.762,108.398,-256.836,20.996
1587019739.522,-225.586,27.832,107.910,-226.074,7.324
1587019739.526,-174.316,21.484,103.516,-166.504,-13.672
1587019739.530,-166.016,21.484,107.910,-158.203,40.039
1587019739.533,-219.238,24.902,112.793,-200.195,92.773
1587019739.537,-206.543,22.461,105.957,-195.801,50.293
1587019739.541,-125.977,20.020,99.121,-129.395,38.574
1587019739.545,-110.840,20.508,102.051,-108.398,85.938
1587019739.549,-163.086,20.020,102.051,-148.926,7.324
1587019739.553,-164.551,17.578,96.680,-148.438,-25.879
1587019739.557,-83.496,11.230,88.867,-78.613,11.719
1587019739.561,-25.391,10.742,86.426,-22.949,-35.156
1587019739.565,-50.293,12.207,82.031,-40.527,-14.648
1587019739.569,-67.871,8.301,74.707,-54.688,40.039
1587019739.572,-23.926,2.441,73.242,-9.766,14.160
1587019739.576,34.668,-4.395,62.500,47.852,8.301
1587019739.580,42.969,-2.441,59.570,52.734,48.340
1587019739.584,11.230,7.324,63.965,20.996,27.344
1587019739.588,34.668,1.465,56.641,37.598,-3.418
1587019739.592,99.609,-7.812,51.758,103.027,27.344
1587019739.596,91.797,-2.441,50.781,114.746,32.715
1587019739.600,42.480,-2.441,49.316,64.941,24.902
1587019739.604,57.129,-7.812,44.922,67.383,40.039
1587019739.608,116.211,-6.348,40.039,126.465,37.109
1587019739.612,131.348,-6.348,40.039,155.273,34.180
1587019739.615,100.098,-5.859,40.039,121.582,-6.836
1587019739.619,86.426,-1.465,38.574,102.051,-22.949
1587019739.623,138.184,0.000,37.598,150.391,-18.555
1587019739.627,184.082,-1.953,34.668,191.895,-6.836
1587019739.631,144.043,0.488,33.691,169.434,55.664
1587019739.635,108.398,8.301,34.668,134.277,28.809
1587019739.639,143.555,9.277,24.902,151.855,9.277
1587019739.643,193.359,5.859,17.090,194.824,25.391
1587019739.647,178.711,6.348,21.484,182.617,62.012
1587019739.651,125.000,15.137,22.461,137.207,44.434
1587019739.655,142.090,20.508,18.555,141.113,-11.230
1587019739.658,208.008,18.066,13.672,188.965,57.617
1587019739.662,195.801,20.996,11.719,189.941,83.984
1587019739.666,126.953,26.367,15.625,140.137,20.996
1587019739.670,114.746,24.902,14.648,117.188,-14.648
1587019739.674,154.785,20.508,9.277,161.621,-21.484
1587019739.678,177.734,21.484,8.789,192.871,49.805
1587019739.682,145.020,25.391,14.648,146.484,47.852
1587019739.686,109.863,25.391,13.672,108.398,69.824
1587019739.690,158.691,26.855,9.766,154.785,55.176
1587019739.694,206.055,30.273,8.789,204.590,2.930
1587019739.697,138.672,32.227,11.719,150.879,47.363
1587019739.701,71.289,29.297,13.672,92.773,47.852
1587019739.705,101.562,26.855,10.742,117.676,51.758
1587019739.709,162.598,25.879,15.137,175.781,61.523
1587019739.713,144.531,26.367,22.461,166.016,68.848
1587019739.717,81.055,30.273,24.414,108.887,30.273
1587019739.721,89.355,25.879,21.484,112.305,-38.086
1587019739.725,147.461,21.484,19.043,160.156,9.766
1587019739.729,141.602,25.391,24.414,166.016,17.578
1587019739.733,87.402,31.738,27.344,115.723,59.082
1587019739.737,77.148,30.273,27.344,92.773,107.422
1587019739.740,131.348,27.344,25.879,138.672,73.730
1587019739.744,159.180,29.785,23.926,169.434,32.715
1587019739.748,104.492,28.320,25.391,122.070,2.441
1587019739.752,56.641,27.344,27.344,80.078,30.762
1587019739.756,100.586,28.809,28.320,111.328,44.922
1587019739.760,144.043,25.879,24.902,150.879,54.199
1587019739.764,111.328,26.367,27.344,126.465,71.777
1587019739.768,52.246,27.344,30.273,72.266,10.742
1587019739.772,71.289,28.809,30.762,77.148,30.273
1587019739.776,144.043,30.762,28.320,125.977,29.785
1587019739.780,125.977,31.738,26.855,121.094,35.645
1587019739.783,57.617,35.156,28.809,65.430,57.129
1587019739.787,55.176,37.109,31.250,62.500,-14.160
1587019739.791,91.797,32.715,27.832,112.305,-84.473
1587019739.795,98.633,29.785,29.785,125.977,-0.977
1587019739.799,60.059,30.762,34.180,78.125,51.270
1587019739.803,40.527,33.691,32.715,50.293,64.453
1587019739.807,84.473,32.227,29.785,86.914,43.457
1587019739.811,109.863,34.180,31.250,122.559,22.949
1587019739.815,55.176,39.062,34.668,85.938,50.293
1587019739.819,18.066,40.039,35.645,40.039,22.461
1587019739.822,61.523,36.621,33.691,66.895,-27.832
1587019739.826,110.840,29.785,31.250,114.258,10.742
1587019739.830,73.242,31.250,29.297,89.844,27.832
1587019739.834,5.859,36.621,33.203,36.133,6.348
1587019739.838,28.320,33.691,33.691,41.504,1.465
1587019739.842,87.891,36.133,30.273,89.355,19.043
1587019739.846,75.684,42.480,30.762,86.426,80.078
1587019739.850,21.973,41.504,33.691,32.227,55.664
1587019739.854,14.648,41.504,32.227,15.137,26.367
1587019739.858,78.613,39.062,28.809,59.082,41.016
1587019739.862,102.539,36.133,25.391,82.520,63.965
1587019739.865,37.109,36.621,29.785,37.598,32.715
1587019739.869,-6.348,35.645,32.715,3.418,12.695
1587019739.873,43.945,35.156,31.250,41.992,16.602
1587019739.877,82.031,34.668,31.738,83.984,47.363
1587019739.881,26.367,37.109,33.691,43.945,78.125
1587019739.885,-6.348,36.133,36.133,-5.371,23.926
1587019739.889,36.621,31.250,34.180,22.461,-7.812
1587019739.893,86.914,34.668,33.691,74.707,45.410
1587019739.897,68.848,36.621,33.203,52.734,43.457
1587019739.901,9.766,35.156,35.156,4.395,29.785
1587019739.905,10.742,33.691,34.668,11.230,40.039
1587019739.908,75.684,28.809,30.273,63.477,26.855
1587019739.912,83.984,29.785,29.785,73.730,26.367
1587019739.916,26.855,32.715,33.691,24.902,52.246
1587019739.920,18.066,29.785,33.203,16.113,-11.230
1587019739.924,78.613,26.855,33.203,71.289,-39.062
1587019739.928,99.609,27.832,41.992,88.867,-14.648
1587019739.932,23.926,30.273,49.316,35.156,21.484
1587019739.936,-7.812,30.273,46.387,6.348,41.504
1587019739.940,44.922,23.438,42.969,45.898,39.551
1587019739.944,79.590,18.555,45.898,81.543,27.344
1587019739.947,28.320,17.090,48.828,48.828,30.273
1587019739.951,-22.461,16.602,52.246,3.418,26.855
1587019739.955,7.324,15.625,53.223,23.438,25.391
1587019739.959,64.941,13.672,46.875,79.102,2.441
1587019739.963,47.852,16.602,48.340,73.730,-7.812
1587019739.967,-3.906,23.438,52.246,25.879,24.414
1587019739.971,2.930,20.996,46.875,18.066,43.945
1587019739.975,58.105,17.090,43.457,65.430,30.273
1587019739.979,65.430,20.508,47.363,84.473,46.875
1587019739.983,11.719,26.367,49.316,34.668,95.215
1587019739.987,-0.977,26.855,47.363,6.836,28.809
1587019739.990,49.316,24.902,45.410,53.711,13.184
1587019739.994,77.637,27.832,43.457,87.891,67.871
1587019739.998,29.785,27.344,45.410,44.434,31.738
1587019740.002,-14.648,27.832,46.875,5.859,41.016
1587019740.006,21.484,28.320,43.945,33.691,44.434
1587019740.010,73.242,27.344,41.992,76.172,29.297
1587019740.014,51.270,27.832,42.969,51.758,21.973
1587019740.018,-16.113,23.926,41.992,0.000,1.953
1587019740.022,-6.836,21.973,36.621,9.766,40.527
1587019740.026,62.500,21.973,33.203,64.941,14.160
1587019740.030,61.035,25.391,37.598,67.383,-13.184
1587019740.033,4.883,26.367,41.504,17.578,70.312
1587019740.037,9.766,23.438,39.062,6.836,107.422
1587019740.041,73.242,25.879,38.086,60.547,21.484
1587019740.045,89.355,31.250,38.574,83.496,-27.832
1587019740.049,30.273,32.227,36.621,30.762,3.906
1587019740.053,2.441,30.762,31.738,1.953,16.602
1587019740.057,53.223,32.227,26.855,43.457,23.926
1587019740.061,83.984,35.645,25.391,79.590,27.344
1587019740.065,45.898,38.574,25.391,39.551,25.879
1587019740.069,3.418,39.551,24.902,-8.301,73.242
1587019740.072,33.691,39.062,23.926,17.090,51.270
1587019740.076,83.008,36.621,23.438,64.941,60.547
1587019740.080,49.805,39.062,23.926,48.340,86.914
1587019740.084,-5.371,37.598,24.902,-2.441,26.367
1587019740.088,15.625,32.227,22.949,3.418,14.160
1587019740.092,76.172,32.715,20.996,58.594,38.574
1587019740.096,75.195,31.738,20.996,63.477,6.836
1587019740.100,13.672,32.227,23.438,15.137,21.973
1587019740.104,7.812,33.203,26.855,7.324,36.621
1587019740.108,74.219,32.715,24.902,57.129,25.879
1587019740.112,88.379,32.715,26.367,80.078,75.684
1587019740.115,33.203,25.879,35.645,45.898,42.480
1587019740.119,22.949,32.227,38.086,41.016,5.371
1587019740.123,71.777,41.504,29.785,73.730,12.207
1587019740.127,88.867,35.156,24.414,83.008,20.020
1587019740.131,44.434,34.180,26.855,46.875,63.477
1587019740.135,7.324,39.062,29.297,4.883,55.664
1587019740.139,48.828,41.016,24.902,23.438,2.930
1587019740.143,101.074,41.016,19.531,71.777,12.207
1587019740.147,72.266,41.016,20.996,59.570,31.250
1587019740.151,8.301,39.062,22.461,9.766,49.805
1587019740.155,15.625,36.133,21.484,5.859,22.949
1587019740.158,74.219,32.227,19.531,53.223,62.500
1587019740.162,80.078,31.738,20.508,66.406,109.863
1587019740.166,22.461,36.621,25.879,20.020,40.527
1587019740.170,-2.441,36.133,27.344,2.930,-21.484
1587019740.174,53.711,33.203,25.391,54.688,-2.930
1587019740.178,90.332,30.273,23.438,83.496,55.664
1587019740.182,42.969,32.227,25.879,41.992,64.941
1587019740.186,10.742,34.668,30.762,14.160,66.895
1587019740.190,59.570,34.668,30.762,47.852,75.684
1587019740.194,107.422,35.645,27.832,91.797,40.527
1587019740.197,72.754,37.598,30.273,70.312,51.758
1587019740.201,24.902,41.016,36.133,24.414,63.965
1587019740.205,55.176,41.016,35.156,41.504,3.418
1587019740.209,109.375,37.598,31.250,91.797,20.020
1587019740.213,88.379,34.180,36.621,86.426,85.938
1587019740.217,36.133,36.133,41.992,35.645,44.922
1587019740.221,40.527,36.621,43.457,31.250,-8.301
1587019740.225,94.238,29.785,43.945,81.543,-19.043
1587019740.229,105.469,29.785,44.922,98.633,25.391
1587019740.233,42.480,35.156,50.781,50.293,70.312
1587019740.237,21.484,36.621,49.805,23.926,20.996
1587019740.240,77.637,33.203,44.922,70.801,-3.906
1587019740.244,109.863,33.691,44.922,106.445,91.309
1587019740.248,46.875,31.738,47.852,63.965,55.664
1587019740.252,-8.789,29.785,50.781,21.973,-13.184
1587019740.256,32.715,28.320,50.781,55.176,-2.441
1587019740.260,81.543,26.855,52.734,109.375,40.039
1587019740.264,48.340,25.879,53.711,89.844,70.312
1587019740.268,0.000,27.344,55.176,38.574,45.410
1587019740.272,22.949,25.879,54.199,51.758,62.500
1587019740.276,87.402,27.344,52.734,102.051,53.711
1587019740.280,84.473,29.785,47.852,102.051,20.996
1587019740.283,35.645,31.738,46.387,61.523,7.812
1587019740.287,36.133,37.109,48.340,48.340,51.270
1587019740.291,64.941,43.945,43.457,57.129,79.590
1587019740.295,71.777,46.387,40.527,52.246,30.762
1587019740.299,15.137,50.293,41.504,-1.465,43.457
1587019740.303,-25.391,56.152,39.062,-48.828,40.527
1587019740.307,10.742,54.199,29.785,-31.250,53.711
1587019740.311,40.039,55.176,24.902,-8.301,67.383
1587019740.315,-15.625,59.082,24.414,-54.688,96.191
1587019740.319,-69.824,53.223,19.531,-110.840,69.336
1587019740.322,-42.480,46.387,15.625,-89.844,-7.812
1587019740.326,3.906,46.875,13.184,-37.109,20.020
1587019740.330,-29.297,48.340,14.648,-54.199,11.719
1587019740.334,-88.867,50.293,18.555,-105.957,-12.207
1587019740.338,-70.312,41.504,19.043,-93.262,24.902
1587019740.342,-9.277,34.668,15.137,-35.156,9.766
1587019740.346,-7.812,34.668,14.160,-17.578,66.895
1587019740.350,-61.523,38.086,23.926,-52.734,49.316
1587019740.354,-66.895,38.574,28.320,-57.129,27.344
1587019740.358,0.977,32.715,24.414,1.953,85.938
1587019740.362,29.785,31.738,27.344,37.598,42.480
1587019740.365,-26.367,32.227,31.738,0.977,1.953
1587019740.369,-59.570,32.715,34.668,-25.879,4.395
1587019740.373,-13.184,33.691,37.598,16.113,31.738
1587019740.377,32.715,31.738,36.621,62.012,49.316
1587019740.381,-4.395,35.156,38.086,32.227,1.465
1587019740.385,-49.805,38.574,39.551,-15.137,-21.973
1587019740.389,-11.230,35.645,35.156,3.906,-0.488
1587019740.393,49.316,36.133,33.691,48.828,11.719
1587019740.397,26.855,36.621,35.156,29.297,47.852
1587019740.401,-32.715,37.109,35.156,-29.785,44.922
1587019740.405,-9.277,38.574,33.691,-29.785,43.945
1587019740.408,63.965,36.133,28.320,24.902,59.570
1587019740.412,52.734,37.598,25.879,34.180,54.199
1587019740.416,1.465,43.457,27.344,-19.531,49.805
1587019740.420,-0.488,44.434,24.902,-33.203,11.719
1587019740.424,50.781,40.039,18.066,14.160,17.090
1587019740.428,78.613,41.016,15.137,42.969,24.414
1587019740.432,28.809,46.875,18.066,10.742,10.254
1587019740.436,-5.859,46.387,16.113,-25.391,-20.996
1587019740.440,39.062,41.504,15.137,6.836,-33.691
1587019740.444,85.938,43.945,18.066,58.594,-11.230
1587019740.447,46.387,47.363,19.531,33.691,-13.184
1587019740.451,-13.672,48.828,21.484,-17.578,-0.488
1587019740.455,14.648,49.805,22.461,-1.953,0.977
1587019740.459,80.566,48.340,21.484,54.199,50.293
1587019740.463,58.594,45.898,25.879,51.270,81.055
1587019740.467,-5.859,49.805,32.227,3.418,42.969
1587019740.471,-5.859,52.734,35.645,1.465,61.035
1587019740.475,44.434,43.457,32.715,53.711,102.539
1587019740.479,43.945,37.109,32.715,70.312,16.602
1587019740.483,-20.020,37.109,38.574,19.531,-79.102
1587019740.487,-48.340,36.133,43.945,-6.348,-13.184
1587019740.490,-8.789,30.273,41.016,28.809,2.441
1587019740.494,18.555,26.855,37.109,58.594,33.691
1587019740.498,-20.996,29.297,36.133,32.227,61.523
1587019740.502,-55.664,29.785,38.086,4.883,17.090
1587019740.506,-37.598,21.484,41.016,17.090,-2.441
1587019740.510,-7.324,18.066,40.527,45.898,41.016
1587019740.514,-39.062,16.113,42.480,24.902,39.062
1587019740.518,-74.707,10.742,44.434,-24.902,18.066
1587019740.522,-46.875,11.719,41.992,-15.625,43.945
1587019740.526,3.906,11.719,41.504,32.227,10.742
1587019740.530,1.465,12.207,46.875,36.621,-16.113
1587019740.533,-40.039,17.090,56.152,-6.836,26.367
1587019740.537,-34.180,17.578,58.105,-17.578,51.270
1587019740.541,35.156,16.602,55.176,38.086,49.316
1587019740.545,69.824,19.043,55.176,69.336,-11.719
1587019740.549,26.855,21.973,58.594,31.250,41.504
1587019740.553,3.418,30.762,61.523,6.836,58.594
1587019740.557,61.523,31.738,56.641,41.016,-9.277
1587019740.561,106.445,29.297,52.734,77.148,-2.441
1587019740.565,60.547,37.109,52.246,40.039,-51.758
1587019740.569,11.230,38.086,49.316,-11.230,-8.789
1587019740.572,47.363,37.109,45.898,14.648,36.133
1587019740.576,106.934,40.039,42.969,64.453,17.090
1587019740.580,71.289,41.016,40.527,42.969,68.359
1587019740.584,-3.418,44.922,41.504,-12.695,4.883
1587019740.588,8.789,43.945,40.527,-8.301,-9.277
1587019740.592,65.918,41.992,36.133,42.969,67.871
1587019740.596,61.035,42.480,32.715,41.016,72.266
1587019740.600,3.418,44.434,36.133,-10.254,39.551
1587019740.604,-13.184,43.945,39.551,-20.020,43.457
1587019740.608,36.133,39.551,35.645,29.297,60.059
1587019740.612,50.781,40.039,35.645,59.082,35.645
1587019740.615,-0.488,41.992,34.668,17.090,1.465
1587019740.619,-25.391,40.527,36.621,-16.113,13.672
1587019740.623,25.391,38.086,36.133,19.531,3.418
1587019740.627,72.266,35.645,34.668,62.012,41.016
1587019740.631,34.668,40.039,38.574,41.016,36.621
1587019740.635,-8.301,42.969,38.086,-4.395,34.668
1587019740.639,31.738,37.109,35.156,8.789,46.387
1587019740.643,96.191,34.668,34.180,62.500,10.742
1587019740.647,83.496,38.574,39.551,58.105,1.465
1587019740.651,26.367,42.480,45.410,10.254,8.301
1587019740.655,24.414,41.504,44.434,9.766,-5.859
1587019740.658,98.633,39.062,42.969,66.895,20.508
1587019740.662,112.305,36.621,42.969,85.449,61.523
1587019740.666,43.945,39.551,46.387,36.133,75.195
1587019740.670,27.832,41.016,44.922,18.555,34.180
1587019740.674,89.355,38.086,42.480,66.406,-32.715
1587019740.678,115.723,33.203,44.434,95.215,-6.836
1587019740.682,53.223,29.297,43.457,51.758,25.879
1587019740.686,11.230,28.809,43.945,10.254,-11.230
1587019740.690,56.152,28.809,45.410,46.387,33.691
1587019740.694,96.680,30.762,47.852,96.680,85.449
1587019740.697,65.430,33.203,48.340,66.406,43.945
1587019740.701,9.277,31.738,48.340,8.789,4.883
1587019740.705,29.297,29.297,48.828,25.879,16.602
1587019740.709,88.379,27.344,44.922,84.473,49.316
1587019740.713,62.012,23.438,46.875,71.289,67.871
1587019740.717,-12.695,18.555,52.246,1.953,66.895
1587019740.721,-12.695,13.184,49.316,-11.719,62.500
1587019740.725,48.340,14.160,43.945,41.016,15.625
1587019740.729,55.664,15.625,44.434,59.082,27.344
1587019740.733,-12.207,12.695,45.410,6.348,62.012
1587019740.737,-32.227,11.230,40.527,-22.949,-10.254
1587019740.740,29.297,11.719,35.156,19.531,0.000
1587019740.744,61.523,13.184,33.691,56.641,49.316
1587019740.748,8.301,20.020,34.180,16.602,67.383
1587019740.752,-44.434,25.391,34.180,-25.391,71.777
1587019740.756,-2.441,21.484,30.273,0.977,11.230
1587019740.760,52.246,20.508,28.320,47.852,9.277
1587019740.764,25.391,23.438,29.785,31.250,33.203
1587019740.768,-24.414,27.832,34.180,-18.066,37.598
1587019740.772,-7.324,28.320,36.133,-9.766,39.551
1587019740.776,53.711,26.367,31.738,45.898,31.738
1587019740.780,44.434,26.367,33.203,53.711,22.949
1587019740.783,-19.043,26.855,39.062,2.441,-5.371
1587019740.787,-18.066,27.344,37.109,-4.883,20.020
1587019740.791,33.203,24.414,33.203,44.922,99.121
1587019740.795,41.016,23.926,32.715,62.012,89.844
1587019740.799,-5.371,28.809,36.621,20.020,32.715
1587019740.803,-31.250,32.715,36.133,-6.348,45.898
1587019740.807,16.113,31.738,30.762,34.180,51.270
1587019740.811,59.082,31.250,28.320,78.125,43.457
1587019740.815,26.855,37.598,34.180,50.293,45.898
1587019740.819,-18.066,39.551,35.645,0.000,29.297
1587019740.822,18.555,37.598,31.738,21.973,23.926
1587019740.826,79.590,36.621,26.855,70.312,56.641
1587019740.830,58.105,37.109,30.273,58.105,18.555
1587019740.834,-4.395,44.922,40.039,2.930,-44.434
1587019740.838,20.508,53.223,42.969,3.418,-22.461
1587019740.842,86.426,49.805,36.621,57.617,11.230
1587019740.846,63.477,40.039,35.156,49.805,56.641
1587019740.850,-8.789,41.504,45.898,-12.207,91.797
1587019740.854,-45.410,31.738,50.293,-48.340,53.223
1587019740.858,-12.207,18.555,49.316,-21.973,22.461
1587019740.862,0.977,20.508,62.012,-2.441,61.035
1587019740.865,-59.570,27.344,76.172,-55.664,76.172
1587019740.869,-124.023,16.113,80.078,-115.234,34.668
1587019740.873,-103.516,17.090,84.473,-101.562,18.066
1587019740.877,-65.918,27.344,84.473,-75.195,40.039
1587019740.881,-132.324,17.090,81.543,-129.395,10.742
1587019740.885,-201.660,16.602,84.961,-192.383,-30.273
1587019740.889,-182.617,15.625,95.703,-179.688,-29.297
1587019740.893,-141.602,17.090,103.516,-140.625,42.969
1587019740.897,-173.340,15.625,106.445,-164.062,63.965
1587019740.901,-238.770,5.859,114.746,-220.703,-15.137
1587019740.905,-236.328,5.859,118.164,-224.609,8.301
1587019740.908,-176.270,6.348,118.652,-174.316,85.938
1587019740.912,-169.922,7.324,124.023,-156.738,32.715
1587019740.916,-211.914,12.207,127.441,-187.012,-28.320
1587019740.920,-210.938,11.719,124.512,-189.453,33.203
1587019740.924,-148.926,5.859,113.770,-139.648,79.590
1587019740.928,-101.562,8.789,112.305,-89.355,67.871
1587019740.932,-136.719,17.090,108.887,-114.258,78.125
1587019740.936,-164.551,20.996,99.609,-156.738,71.289
1587019740.940,-113.281,19.043,92.285,-122.070,31.250
1587019740.944,-38.086,20.020,82.031,-46.875,-20.020
1587019740.947,-36.133,27.832,77.637,-39.551,-19.043
1587019740.951,-76.660,25.879,71.777,-69.824,1.465
1587019740.955,-27.832,22.949,60.059,-35.156,11.719
1587019740.959,65.430,23.926,51.270,43.945,27.832
1587019740.963,71.777,27.832,44.434,62.988,82.031
1587019740.967,36.133,35.156,37.598,33.203,41.504
1587019740.971,62.500,36.621,28.320,47.852,1.465
1587019740.975,147.461,39.551,16.602,114.258,45.410
1587019740.979,179.688,40.039,9.277,146.973,30.273
1587019740.983,132.812,43.945,9.766,113.281,39.551
1587019740.987,128.418,51.758,4.883,104.980,13.184
1587019740.990,190.918,42.969,-5.859,161.133,4.883
